Logit_True,Logit_Max_Incorrect,Gap
0.9754096,0.9797646,-0.0043549538
0.97625446,0.98292345,-0.006668985
0.9775127,0.98146737,-0.003954649
0.97872627,0.9841335,-0.005407214
0.99081403,0.970681,0.020133018
0.9787152,0.9616184,0.017096758
0.9225035,0.97935796,-0.056854486
0.95954996,0.95665395,0.0028960109
0.70048773,0.73973656,-0.039248824
0.88911474,0.95510304,-0.0659883
0.94414735,0.9643887,-0.02024138
0.97631407,0.9612729,0.0150411725
0.97880304,0.92673016,0.052072883
0.8776717,0.74338853,0.13428319
0.96307385,0.92722094,0.03585291
0.90457225,0.96647424,-0.061901987
0.9667595,0.6856355,0.281124
0.9904643,0.9721958,0.018268526
0.9054792,0.912602,-0.0071228147
0.9602567,0.91659015,0.04366654
0.95998204,0.9204627,0.03951931
0.941684,0.8757456,0.06593841
0.96667546,0.81217587,0.15449959
0.97160864,0.9746745,-0.003065884
0.5662296,0.70082223,-0.13459265
0.7054326,0.73453367,-0.029101074
0.96276826,0.8599145,0.102853775
0.9741972,0.6844194,0.28977782
0.85356283,0.77742684,0.07613599
0.74655175,0.889544,-0.14299226
0.9796687,0.9438046,0.035864055
0.76914674,0.7931815,-0.024034739
0.98532176,0.6090744,0.37624735
0.6284754,0.6820828,-0.053607345
0.08679422,0.91862094,-0.83182675
0.7058035,0.7333344,-0.027530909
0.9556388,0.6281487,0.32749015
0.93808144,0.8612782,0.07680327
0.87258476,0.8807517,-0.008166969
0.8125794,0.76822984,0.04434955
0.09673038,0.8830366,-0.78630626
0.11023109,0.8830252,-0.7727941
0.74871093,0.8810808,-0.13236988
0.9214385,0.9370808,-0.015642285
0.14688487,0.86130846,-0.7144236
0.9367493,0.876665,0.060084283
0.9692539,0.9650996,0.0041543245
0.929623,0.94974756,-0.020124555
0.97453296,0.9018955,0.07263744
0.50704294,0.6135479,-0.10650498
0.98046243,0.9527464,0.02771604
0.96578133,0.9658129,-3.159046e-05
0.9159206,0.8987407,0.017179906
0.82418275,0.97340035,-0.1492176
0.93675315,0.86481,0.071943164
0.72003025,0.7275425,-0.0075122714
0.9236544,0.9537554,-0.030101001
0.7817015,0.7088529,0.07284862
0.9800364,0.9509993,0.029037058
0.9882209,0.9222339,0.06598699
0.24167815,0.5378258,-0.29614767
0.8399898,0.7768897,0.0631001
0.8363837,0.85588765,-0.019503951
0.770082,0.64282894,0.12725306
0.4260374,0.9462309,-0.52019346
0.85069144,0.9803989,-0.12970746
0.702898,0.7351831,-0.032285094
0.744253,0.89198583,-0.14773285
0.84073263,0.8357021,0.005030513
0.77645093,0.6978502,0.078600705
0.9953107,0.970104,0.025206745
0.9246938,0.9129379,0.011755943
0.9795286,0.95919,0.020338595
0.92242765,0.90974915,0.012678504
0.9579813,0.9616318,-0.0036504865
0.8401922,0.94463944,-0.104447246
0.1177834,0.8418006,-0.72401714
0.82277876,0.99251986,-0.1697411
0.92667806,0.9452834,-0.018605351
0.8448766,0.7771504,0.067726195
0.9664335,0.70409477,0.26233876
0.98973036,0.97786874,0.011861622
0.9631903,0.9614355,0.0017548203
0.6139655,0.9539806,-0.3400151
0.681559,0.95509505,-0.27353603
0.9259788,0.95821965,-0.032240868
0.9805566,0.9630673,0.017489314
0.97346485,0.8334421,0.14002275
0.9142804,0.9674697,-0.053189278
0.9695015,0.91559434,0.053907156
0.9576982,0.54932517,0.40837306
0.90255857,0.90255857,0.0
0.7602276,0.6933136,0.06691402
0.96954614,0.9598609,0.009685218
0.95581084,0.6931656,0.26264524
0.9648906,0.70371884,0.26117176
0.9875634,0.9717044,0.015858948
0.8525491,0.9766079,-0.12405884
0.95200837,0.9231303,0.028878093
0.9789587,0.9675195,0.011439204
0.15662485,0.963316,-0.80669117
0.83117193,0.6868751,0.14429682
0.9631282,0.98509973,-0.021971524
0.8315724,0.9605211,-0.12894869
0.91836375,0.94290864,-0.024544895
0.11307656,0.8517221,-0.73864555
0.13483244,0.8488811,-0.7140487
0.45688343,0.52402997,-0.06714654
0.8760394,0.8243219,0.05171746
0.3414021,0.92403996,-0.58263785
0.47986987,0.8920061,-0.41213623
0.73729014,0.94286865,-0.2055785
0.6297492,0.91898954,-0.28924036
0.9823805,0.76369333,0.21868718
0.9779678,0.78190386,0.19606394
0.92878693,0.9526403,-0.023853362
0.9862439,0.8295289,0.15671498
0.8482176,0.7812519,0.0669657
0.8388498,0.77448726,0.064362526
0.7340281,0.9414236,-0.2073955
0.7690979,0.7639622,0.005135715
0.981971,0.76721,0.21476102
0.9745974,0.8073519,0.1672455
0.982346,0.79240704,0.18993896
0.77653974,0.94044137,-0.16390163
0.783967,0.8809252,-0.09695816
0.835938,0.7725799,0.06335807
0.9805476,0.905206,0.07534158
0.73976,0.8771843,-0.13742429
0.9906117,0.63097703,0.35963464
0.78195953,0.9307023,-0.1487428
0.83298886,0.7715,0.061488867
0.8515053,0.74607337,0.105431914
0.8481028,0.77079844,0.07730436
0.9972638,0.9955118,0.0017520189
0.89609754,0.90893793,-0.01284039
0.6919229,0.73660433,-0.04468143
0.8474122,0.81443644,0.032975793
0.982887,0.8988283,0.0840587
0.9145939,0.88426715,0.030326724
